"position","wealth","industry","full_name","age","country_of_residence","city_of_residence","source","citizenship","gender"
290,7600,"Manufacturing","John Reece",66,"United Kingdom","London","Chemicals","United Kingdom","M"
290,7600,"Real Estate","Leonard Stern",85,"United States","New York","Real estate","United States","M"
290,7600,"Technology","Joseph Tsai",59,"Hong Kong","Hong Kong","E-commerce","Canada","M"
290,7600,"Healthcare","Zhong Huijuan",62,"China","Shanghai","Pharmaceuticals","China","F"
299,7500,"Sports","Arthur Blank",80,"United States","Atlanta","Home Depot","United States","M"
299,7500,"Fashion & Retail","Charles Butt",85,"United States","San Antonio","Supermarkets","United States","M"
299,7500,"Fashion & Retail","Ding Shijia",59,"China","Quanzhou","Sports apparel","China","M"
299,7500,"Finance & Investments","Paul Tudor Jones, II.",68,"United States","Palm Beach","Hedge funds","United States","M"
299,7500,"Finance & Investments","Henry Kravis",79,"United States","New York","Private equity","United States","M"
299,7500,"Food & Beverage","Zhang Yong",52,"Singapore","Singapore","Restaurants","Singapore","M"
305,7400,"Technology","James Goodnight",80,"United States","Cary","Software","United States","M"
305,7400,"Manufacturing","Sri Prakash Lohia",70,"United Kingdom","London","Petrochemicals","Indonesia","M"
305,7400,"Fashion & Retail","Ma Jianrong",59,"China","Ningbo","Textiles, apparel","China","M"
305,7400,"Real Estate","Robert Ng",71,"Singapore","Singapore","Real estate","Singapore","M"
305,7400,"Manufacturing","Steven Rales",72,"United States","Santa Barbara","Manufacturing, investments","United States","M"
305,7400,"Construction & Engineering","Nassef Sawiris",62,"Egypt","Cairo","Construction, investments","Egypt","M"
305,7400,"Food & Beverage","Harry Stine",81,"United States","Adel","Agriculture","United States","M"
312,7300,"Manufacturing","Benu Gopal Bangur",91,"India","Kolkata","Cement","India","M"
312,7300,"Metals & Mining","Iskander Makhmudov",59,"Russia","Moscow","Mining, metals, machinery","Russia","M"
312,7300,"Fashion & Retail","Anders Holch Povlsen",50,"Denmark","Aarhus","Fashion retail","Denmark","M"
312,7300,"Logistics","Enrique Razon Jr.",63,"Philippines","Manila","Ports","Philippines","M"
312,7300,"Technology","Wang Laichun",55,"China","Shenzhen","Electronics components","Hong Kong","F"
317,7200,"Finance & Investments","Arthur Dantchik",65,"United States","Gladwyne","Trading, investments","United States","M"
317,7200,"Technology","Terry Gou",72,"Taiwan","Taipei","Electronics","Taiwan","M"
317,7200,"Real Estate","Jeff Greene",68,"United States","Palm Beach","Real estate, investments","United States","M"
317,7200,"Finance & Investments","Don Hankey",79,"United States","Malibu","Auto loans","United States","M"
317,7200,"Energy","Richard Kinder",78,"United States","Houston","Pipelines","United States","M"
317,7200,"Finance & Investments","Guillaume Pousaz",41,"United Arab Emirates","Dubai","Fintech","Switzerland","M"
317,7200,"Fashion & Retail","Takahisa Takahara",61,"Japan","Tokyo","Personal care goods","Japan","M"
317,7200,"Food & Beverage","Zong Qinghou",77,"China","Hangzhou","Beverages","China","M"
325,7100,"Technology","Judy Faulkner",79,"United States","Madison","Healthcare software","United States","F"
325,7100,"Gambling & Casinos","Johann Graf",76,"Austria","Vienna","Gambling","Austria","M"
325,7100,"Service","Tamara Gustavson",61,"United States","Lexington","Self storage","United States","F"
325,7100,"Manufacturing","Liang Wengen",66,"China","Changsha","Construction equipment","China","M"
325,7100,"Healthcare","Frederik Paulsen",72,"Switzerland","Lausanne","Health care","Sweden","M"
325,7100,"Finance & Investments","Wee Cho Yaw",94,"Singapore","Singapore","Banking","Singapore","M"
325,7100,"Manufacturing","Zhang Hejun",71,"China","Ningbo","Electronics","China","M"
332,7000,"Technology","Marc Benioff",58,"United States","San Francisco","Business software","United States","M"
332,7000,"Media & Entertainment","Dmitri Bukhman",37,"United Kingdom","London","Online games","Israel","M"
332,7000,"Media & Entertainment","Igor Bukhman",41,"United Kingdom","London","Online games","Israel","M"
332,7000,"Technology","Jack Dangermond",77,"United States","Redlands","Mapping software","United States","M"
332,7000,"Manufacturing","Ashwin Dani & family",80,"India","Mumbai","Paints","India","M"
332,7000,"Fashion & Retail","Ralph Lauren",83,"United States","New York","Apparel","United States","M"
332,7000,"Real Estate","Law Kar Po",74,"Hong Kong","Hong Kong","Real estate","Hong Kong","M"
332,7000,"Diversified","Rohiqa Cyrus Mistry",55,"India","Mumbai","Diversified","India","F"
332,7000,"Diversified","Shapoor Mistry",58,"India","Mumbai","Diversified","Ireland","M"
332,7000,"Food & Beverage","J. Christopher Reyes",69,"United States","Hobe Sound","Food distribution","United States","M"
332,7000,"Food & Beverage","Jude Reyes",67,"United States","Palm Beach","Food distribution","United States","M"
332,7000,"Food & Beverage","Don Vultaggio & family",71,"United States","Port Washington","Beverages","United States","M"
344,6900,"Diversified","Alejandro Bailleres Gual & family",62,"Mexico","Unknown","Diversified","Mexico","M"
344,6900,"Diversified","Edythe Broad & family",87,"United States","Los Angeles","Homebuilding, insurance","United States","F"
344,6900,"Food & Beverage","Pauline MacMillan Keinath",89,"United States","St. Louis","Cargill","United States","F"
344,6900,"Finance & Investments","Philippe Laffont",55,"United States","New York","Hedge fund","United States","M"
344,6900,"Technology","Liu Jincheng & family",58,"China","Huizhou","Lithium batteries","China","M"
344,6900,"Real Estate","Igor Olenicoff",80,"United States","Lighthouse Point","Real estate","United States","M"
344,6900,"Fashion & Retail","Sandra Ortega Mera",54,"Spain","La Coruna","Zara","Spain","F"
344,6900,"Healthcare","Ronda Stryker",68,"United States","Portage","Medical equipment","United States","F"
352,6800,"Energy","Dannine Avara",59,"United States","Houston","Pipelines","United States","F"
352,6800,"Diversified","Silvio Berlusconi & family",86,"Italy","Milan","Media","Italy","M"
352,6800,"Gambling & Casinos","Denise Coates",55,"United Kingdom","Stoke-on-Trent","Online gambling","United Kingdom","F"
352,6800,"Energy","Scott Duncan",40,"United States","Houston","Pipelines","United States","M"
352,6800,"Energy","Milane Frantz",53,"United States","Houston","Pipelines","United States","F"
352,6800,"Finance & Investments","Edward Johnson, IV.",58,"United States","Boston","Fidelity","United States","M"
352,6800,"Finance & Investments","Yuri Milner",61,"United States","Los Altos","Tech investments","Israel","M"
352,6800,"Technology","Gordon Moore",94,"United States","Woodside","Intel","United States","M"
352,6800,"Finance & Investments","John Overdeck",53,"United States","Millburn","Hedge funds","United States","M"
352,6800,"Finance & Investments","David Siegel",61,"United States","Scarsdale","Hedge funds","United States","M"
352,6800,"Diversified","Viktor Vekselberg",65,"Russia","Moscow","Metals, investments","Russia","M"
352,6800,"Technology","Wang Laisheng",58,"China","Shenzhen","Electronics components","Hong Kong","M"
352,6800,"Energy","Randa Duncan Williams",61,"United States","Houston","Pipelines","United States","F"
365,6700,"Finance & Investments","Ken Fisher",72,"United States","Dallas","Money management","United States","M"
365,6700,"Finance & Investments","Christopher Hohn",56,"United Kingdom","London","Hedge funds","United Kingdom","M"
365,6700,"Manufacturing","Kjeld Kirk Kristiansen",75,"Denmark","Billund","Lego","Denmark","M"
365,6700,"Manufacturing","Sofie Kirk Kristiansen",47,"Denmark","Billund","Lego","Denmark","F"
365,6700,"Manufacturing","Thomas Kirk Kristiansen",44,"Denmark","Billund","Lego","Denmark","M"
365,6700,"Healthcare","Massimiliana Landini Aleotti & family",80,"Italy","Fiesole","Pharmaceuticals","Italy","F"
365,6700,"Automotive","Li Ping",55,"China","Ningde","Batteries","Hong Kong","M"
365,6700,"Manufacturing","Lin Jianhua",60,"China","Hangzhou","Solar panel components","China","M"
365,6700,"Manufacturing","Magdalena Martullo-Blocher",54,"Switzerland","Feldmeilen","Chemicals","Switzerland","F"
365,6700,"Telecom","Xavier Niel",55,"France","Paris","Internet, telecom","France","M"
365,6700,"Energy","Terrence Pegula",72,"United States","Boca Raton","Natural gas","United States","M"
365,6700,"Real Estate","Edward Roski, Jr.",84,"United States","Los Angeles","Real estate","United States","M"
365,6700,"Real Estate","John A. Sobrato & family",83,"United States","Atherton","Real estate","United States","M"
365,6700,"Finance & Investments","George Soros",92,"United States","Katonah","Hedge funds","United States","M"
365,6700,"Technology","David Sun",71,"United States","Irvine","Computer hardware","United States","M"
365,6700,"Manufacturing","Agnete Kirk Thinggaard",39,"Denmark","Billund","Lego","Denmark","F"
365,6700,"Technology","John Tu",81,"United States","Rolling Hills","Computer hardware","United States","M"
365,6700,"Food & Beverage","Xu Shihui",65,"China","Quanzhou","Snacks, beverages","China","M"
383,6600,"Manufacturing","Rahel Blocher",47,"Switzerland","Wilen bei Wollerau","Chemicals","Switzerland","F"
383,6600,"Food & Beverage","Bubba Cathy",68,"United States","Atlanta","Chick-fil-A","United States","M"
383,6600,"Food & Beverage","Dan Cathy",70,"United States","Atlanta","Chick-fil-A","United States","M"
383,6600,"Food & Beverage","Trudy Cathy White",67,"United States","Hampton","Chick-fil-A","United States","F"
383,6600,"Finance & Investments","Bruce Kovner",78,"United States","New York","Hedge funds","United States","M"
383,6600,"Technology","Henry Nicholas, III.",63,"United States","Newport Coast","Semiconductors","United States","M"
383,6600,"Finance & Investments","Nadia Thiele",47,"Germany","Munich","Investments","Germany","F"
390,6500,"Finance & Investments","David Bonderman",80,"United States","Fort Worth","Private equity","United States","M"
390,6500,"Technology","Melinda French Gates",58,"United States","Medina","Microsoft","United States","F"
390,6500,"Fashion & Retail","Nathan Kirsh",91,"Eswatini (Swaziland)","Ezulwini","Retail, real estate","Eswatini (Swaziland)","M"
390,6500,"Real Estate","Annette Lerner & family",93,"United States","Chevy Chase","Real estate","United States","F"
390,6500,"Real Estate","David Reuben",84,"United Kingdom","London","Investments, real estate","United Kingdom","M"
390,6500,"Diversified","Simon Reuben",81,"Monaco","Monaco","Real estate, investments","United Kingdom","M"
390,6500,"Real Estate","Radovan Vitek",51,"Switzerland","Crans Montana","Real estate","Czech Republic","M"
397,6400,"Finance & Investments","Carl Bennet",71,"Sweden","Gothenberg","Investments","Sweden","M"
397,6400,"Sports","Stephen Bisciotti",62,"United States","Hobe Sound","Staffing, Baltimore Ravens","United States","M"
397,6400,"Finance & Investments","Stanley Druckenmiller",69,"United States","New York","Hedge funds","United States","M"
397,6400,"Healthcare","Jian Jun",59,"China","Beijing","Biomedical products","China","F"
397,6400,"Energy","Alexei Kuzmichev",60,"France","Paris","Oil, banking, telecom","Russia","M"
397,6400,"Manufacturing","Dmitry Rybolovlev & family",56,"Monaco","Monaco","Fertilizer","Russia","M"
397,6400,"Finance & Investments","Luis Carlos Sarmiento",90,"Colombia","Bogota","Banking","Colombia","M"
397,6400,"Logistics","Dennis Washington",88,"United States","Missoula","Construction, mining","United States","M"
405,6300,"Construction & Engineering","Anthony Bamford & family",77,"United Kingdom","Gloucestershire","Construction equipment","United Kingdom","M"
405,6300,"Energy","Gao Jifan & family",58,"China","Changzhou","Solar equipment","China","M"
405,6300,"Finance & Investments","John Grayken",66,"United Kingdom","London","Private equity","Ireland","M"
405,6300,"Healthcare","Alain Merieux & family",85,"France","Lyon","Pharmaceuticals","France","M"
405,6300,"Energy","Wang Yusuo & family",59,"China","Langfang","Natural gas distribution","China","M"
405,6300,"Manufacturing","Stef Wertheimer & family",96,"Israel","Tel Aviv","Metalworking tools","Israel","M"
411,6200,"Food & Beverage","Maria Asuncion Aramburuzabala & family",59,"Mexico","Mexico City","Beer, investments","Mexico","F"
411,6200,"Diversified","Gustaf Douglas",85,"Sweden","Stockholm","Investments","Sweden","M"
411,6200,"Service","Frits Goldschmeding",89,"Netherlands","Amsterdam","Temp agency","Netherlands","M"
411,6200,"Food & Beverage","Lin Muqin & family",59,"China","Shenzhen","Beverages","China","M"
411,6200,"Manufacturing","Ruan Liping",59,"China","Ningbo","Power strips","Hong Kong","M"
411,6200,"Manufacturing","Ruan Xueping",51,"China","Ningbo","Power strip","Hong Kong","M"
411,6200,"Finance & Investments","Michal Solowow",60,"Poland","Kielce","Investments","Poland","M"
418,6100,"Diversified","Mike Adenuga",69,"Nigeria","Lagos","Telecom, oil","Nigeria","M"
418,6100,"Finance & Investments","Tom Gores",58,"United States","Beverly Hills","Private equity","United States","M"
418,6100,"Fashion & Retail","Michael Herz",79,"Germany","Hamburg","Coffee","Germany","M"
418,6100,"Fashion & Retail","Wolfgang Herz",72,"Germany","Hamburg","Coffee","Germany","M"
418,6100,"Energy","Michael Kadoorie",81,"Hong Kong","Hong Kong","Hotels, energy","Hong Kong","M"
425,6000,"Metals & Mining","Alexander Abramov",64,"Russia","Moscow","Steel, mining","Russia","M"
425,6000,"Real Estate","Rene Benko",46,"Austria","Unknown","Real estate, retail","Austria","M"
425,6000,"Real Estate","Neil Bluhm",85,"United States","Chicago","Real estate","United States","M"
425,6000,"Fashion & Retail","Alain Bouchard",74,"Canada","Montreal","Convinience stores","Canada","M"
425,6000,"Technology","Jay Chaudhry",63,"United States","Reno","Security software","United States","M"
425,6000,"Fashion & Retail","Gopikishan Damani",65,"India","Mumbai","Retail, investments","India","M"
425,6000,"Diversified","Sumet Jiaravanon",88,"Thailand","Bangkok","Diversified","Thailand","M"
425,6000,"Finance & Investments","Joe Lewis",86,"Bahamas","Albany","Investments","United Kingdom","M"
425,6000,"Finance & Investments","Frank Lowy",92,"Israel","Tel Aviv","Investments","Australia","M"
425,6000,"Finance & Investments","Michael Milken",76,"United States","Los Angeles","Investments","United States","M"
425,6000,"Technology","David Steward",71,"United States","St. Louis","IT provider","United States","M"
425,6000,"Fashion & Retail","Les Wexner & family",85,"United States","New Albany","Retail","United States","M"
437,5900,"Real Estate","Cai Kui",60,"China","Chengdu","Real estate","China","M"
437,5900,"Diversified","Jaran Chiaravanont",93,"Thailand","Bangkok","Diversified","Thailand","M"
437,5900,"Finance & Investments","Andreas Halvorsen",61,"United States","Darien","Hedge funds","Norway","M"
437,5900,"Finance & Investments","Antony Ressler",62,"United States","Los Angeles","Finance","United States","M"
437,5900,"Food & Beverage","Tsai Eng-meng",66,"China","Shanghai","Food, beverages","Taiwan","M"
442,5800,"Finance & Investments","Josh Harris",58,"United States","Miami","Private equity","United States","M"
