Crash,Distracted,Age
1054,Not Distracted,15-19
1055,Not Distracted,15-19
1056,Not Distracted,15-19
1057,Not Distracted,15-19
1058,Not Distracted,15-19
1059,Not Distracted,15-19
1060,Not Distracted,15-19
1061,Not Distracted,15-19
1062,Not Distracted,15-19
1063,Not Distracted,15-19
1064,Not Distracted,15-19
1065,Not Distracted,15-19
1066,Not Distracted,15-19
1067,Not Distracted,15-19
1068,Not Distracted,15-19
1069,Not Distracted,15-19
1070,Not Distracted,15-19
1071,Not Distracted,15-19
1072,Not Distracted,15-19
1073,Not Distracted,15-19
1074,Not Distracted,15-19
1075,Not Distracted,15-19
1076,Not Distracted,15-19
1077,Not Distracted,15-19
1078,Not Distracted,15-19
1079,Not Distracted,15-19
1080,Not Distracted,15-19
1081,Not Distracted,15-19
1082,Not Distracted,15-19
1083,Not Distracted,15-19
1084,Not Distracted,15-19
1085,Not Distracted,15-19
1086,Not Distracted,15-19
1087,Not Distracted,15-19
1088,Not Distracted,15-19
1089,Not Distracted,15-19
1090,Not Distracted,15-19
1091,Not Distracted,15-19
1092,Not Distracted,15-19
1093,Not Distracted,15-19
1094,Not Distracted,15-19
1095,Not Distracted,15-19
1096,Not Distracted,15-19
1097,Not Distracted,15-19
1098,Not Distracted,15-19
1099,Not Distracted,15-19
1100,Not Distracted,15-19
1101,Not Distracted,15-19
1102,Not Distracted,15-19
1103,Not Distracted,15-19
1104,Not Distracted,15-19
1105,Not Distracted,15-19
1106,Not Distracted,15-19
1107,Not Distracted,15-19
1108,Not Distracted,15-19
1109,Not Distracted,15-19
1110,Not Distracted,15-19
1111,Not Distracted,15-19
1112,Not Distracted,15-19
1113,Not Distracted,15-19
1114,Not Distracted,15-19
1115,Not Distracted,15-19
1116,Not Distracted,15-19
1117,Not Distracted,15-19
1118,Not Distracted,15-19
1119,Not Distracted,15-19
1120,Not Distracted,15-19
1121,Not Distracted,15-19
1122,Not Distracted,15-19
1123,Not Distracted,15-19
1124,Not Distracted,15-19
1125,Not Distracted,15-19
1126,Not Distracted,15-19
1127,Not Distracted,15-19
1128,Not Distracted,15-19
1129,Not Distracted,15-19
1130,Not Distracted,15-19
1131,Not Distracted,15-19
1132,Not Distracted,15-19
1133,Not Distracted,15-19
1134,Not Distracted,15-19
1135,Not Distracted,15-19
1136,Not Distracted,15-19
1137,Not Distracted,15-19
1138,Not Distracted,15-19
1139,Not Distracted,15-19
1140,Not Distracted,15-19
1141,Not Distracted,15-19
1142,Not Distracted,15-19
1143,Not Distracted,15-19
1144,Not Distracted,15-19
1145,Not Distracted,15-19
1146,Not Distracted,15-19
1147,Not Distracted,15-19
1148,Not Distracted,15-19
1149,Not Distracted,15-19
1150,Not Distracted,15-19
1151,Not Distracted,15-19
1152,Not Distracted,15-19
1153,Not Distracted,15-19
1154,Not Distracted,15-19
1155,Not Distracted,15-19
1156,Not Distracted,15-19
1157,Not Distracted,15-19
1158,Not Distracted,15-19
1159,Not Distracted,15-19
1160,Not Distracted,15-19
1161,Not Distracted,15-19
1162,Not Distracted,15-19
1163,Not Distracted,15-19
1164,Not Distracted,15-19
1165,Not Distracted,15-19
1166,Not Distracted,15-19
1167,Not Distracted,15-19
1168,Not Distracted,15-19
1169,Not Distracted,15-19
1170,Not Distracted,15-19
1171,Not Distracted,15-19
1172,Not Distracted,15-19
1173,Not Distracted,15-19
1174,Not Distracted,15-19
1175,Not Distracted,15-19
1176,Not Distracted,15-19
1177,Not Distracted,15-19
1178,Not Distracted,15-19
1179,Not Distracted,15-19
1180,Not Distracted,15-19
1181,Not Distracted,15-19
1182,Not Distracted,15-19
1183,Not Distracted,15-19
1184,Not Distracted,15-19
1185,Not Distracted,15-19
1186,Not Distracted,15-19
1187,Not Distracted,15-19
1188,Not Distracted,15-19
1189,Not Distracted,15-19
1190,Not Distracted,15-19
1191,Not Distracted,15-19
1192,Not Distracted,15-19
1193,Not Distracted,15-19
1194,Not Distracted,15-19
1195,Not Distracted,15-19
1196,Not Distracted,15-19
1197,Not Distracted,15-19
1198,Not Distracted,15-19
1199,Not Distracted,15-19
1200,Not Distracted,15-19
1201,Not Distracted,15-19
1202,Not Distracted,15-19
1203,Not Distracted,15-19
1204,Not Distracted,15-19
1205,Not Distracted,15-19
1206,Not Distracted,15-19
1207,Not Distracted,15-19
1208,Not Distracted,15-19
1209,Not Distracted,15-19
1210,Not Distracted,15-19
1211,Not Distracted,15-19
1212,Not Distracted,15-19
1213,Not Distracted,15-19
1214,Not Distracted,15-19
1215,Not Distracted,15-19
1216,Not Distracted,15-19
1217,Not Distracted,15-19
1218,Not Distracted,15-19
1219,Not Distracted,15-19
1220,Not Distracted,15-19
1221,Not Distracted,15-19
1222,Not Distracted,15-19
1223,Not Distracted,15-19
1224,Not Distracted,15-19
1225,Not Distracted,15-19
1226,Not Distracted,15-19
1227,Not Distracted,15-19
1228,Not Distracted,15-19
1229,Not Distracted,15-19
1230,Not Distracted,15-19
1231,Not Distracted,15-19
1232,Not Distracted,15-19
1233,Not Distracted,15-19
1234,Not Distracted,15-19
1235,Not Distracted,15-19
1236,Not Distracted,15-19
1237,Not Distracted,15-19
1238,Not Distracted,15-19
1239,Not Distracted,15-19
1240,Not Distracted,15-19
1241,Not Distracted,15-19
1242,Not Distracted,15-19
1243,Not Distracted,15-19
1244,Not Distracted,15-19
1245,Not Distracted,15-19
1246,Not Distracted,15-19
1247,Not Distracted,15-19
1248,Not Distracted,15-19
1249,Not Distracted,15-19
1250,Not Distracted,15-19
1251,Not Distracted,15-19
1252,Not Distracted,15-19
1253,Not Distracted,15-19
1254,Not Distracted,15-19
1255,Not Distracted,15-19
1256,Not Distracted,15-19
1257,Not Distracted,15-19
1258,Not Distracted,15-19
1259,Not Distracted,15-19
1260,Not Distracted,15-19
1261,Not Distracted,15-19
1262,Not Distracted,15-19
1263,Not Distracted,15-19
1264,Not Distracted,15-19
1265,Not Distracted,15-19
1266,Not Distracted,15-19
1267,Not Distracted,15-19
1268,Not Distracted,15-19
1269,Not Distracted,15-19
1270,Not Distracted,15-19
1271,Not Distracted,15-19
1272,Not Distracted,15-19
1273,Not Distracted,15-19
1274,Not Distracted,15-19
1275,Not Distracted,15-19
1276,Not Distracted,15-19
1277,Not Distracted,15-19
1278,Not Distracted,15-19
1279,Not Distracted,15-19
1280,Not Distracted,15-19
1281,Not Distracted,15-19
1282,Not Distracted,15-19
1283,Not Distracted,15-19
1284,Not Distracted,15-19
1285,Not Distracted,15-19
1286,Not Distracted,15-19
1287,Not Distracted,15-19
1288,Not Distracted,15-19
1289,Not Distracted,15-19
1290,Not Distracted,15-19
1291,Not Distracted,15-19
1292,Not Distracted,15-19
1293,Not Distracted,15-19
1294,Not Distracted,15-19
1295,Not Distracted,15-19
1296,Not Distracted,15-19
1297,Not Distracted,15-19
1298,Not Distracted,15-19
1299,Not Distracted,15-19
1300,Not Distracted,15-19
1301,Not Distracted,15-19
1302,Not Distracted,15-19
1303,Not Distracted,15-19
1304,Not Distracted,15-19
1305,Not Distracted,15-19
1306,Not Distracted,15-19
1307,Not Distracted,15-19
1308,Not Distracted,15-19
1309,Not Distracted,15-19
1310,Not Distracted,15-19
1311,Not Distracted,15-19
1312,Not Distracted,15-19
1313,Not Distracted,15-19
1314,Not Distracted,15-19
1315,Not Distracted,15-19
1316,Not Distracted,15-19
1317,Not Distracted,15-19
1318,Not Distracted,15-19
1319,Not Distracted,15-19
1320,Not Distracted,15-19
1321,Not Distracted,15-19
1322,Not Distracted,15-19
1323,Not Distracted,15-19
1324,Not Distracted,15-19
1325,Not Distracted,15-19
1326,Not Distracted,15-19
1327,Not Distracted,15-19
1328,Not Distracted,15-19
1329,Not Distracted,15-19
1330,Not Distracted,15-19
1331,Not Distracted,15-19
1332,Not Distracted,15-19
1333,Not Distracted,15-19
1334,Not Distracted,15-19
1335,Not Distracted,15-19
1336,Not Distracted,15-19
1337,Not Distracted,15-19
1338,Not Distracted,15-19
1339,Not Distracted,15-19
1340,Not Distracted,15-19
1341,Not Distracted,15-19
1342,Not Distracted,15-19
1343,Not Distracted,15-19
1344,Not Distracted,15-19
1345,Not Distracted,15-19
1346,Not Distracted,15-19
1347,Not Distracted,15-19
1348,Not Distracted,15-19
1349,Not Distracted,15-19
1350,Not Distracted,15-19
1351,Not Distracted,15-19
1352,Not Distracted,15-19
1353,Not Distracted,15-19
1354,Not Distracted,15-19
1355,Not Distracted,15-19
1356,Not Distracted,15-19
1357,Not Distracted,15-19
1358,Not Distracted,15-19
1359,Not Distracted,15-19
1360,Not Distracted,15-19
1361,Not Distracted,15-19
1362,Not Distracted,15-19
1363,Not Distracted,15-19
1364,Not Distracted,15-19
1365,Not Distracted,15-19
1366,Not Distracted,15-19
1367,Not Distracted,15-19
1368,Not Distracted,15-19
1369,Not Distracted,15-19
1370,Not Distracted,15-19
1371,Not Distracted,15-19
1372,Not Distracted,15-19
1373,Not Distracted,15-19
1374,Not Distracted,15-19
1375,Not Distracted,15-19
1376,Not Distracted,15-19
1377,Not Distracted,15-19
1378,Not Distracted,15-19
1379,Not Distracted,15-19
1380,Not Distracted,15-19
1381,Not Distracted,15-19
1382,Not Distracted,15-19
1383,Not Distracted,15-19
1384,Not Distracted,15-19
1385,Not Distracted,15-19
1386,Not Distracted,15-19
1387,Not Distracted,15-19
1388,Not Distracted,15-19
1389,Not Distracted,15-19
1390,Not Distracted,15-19
1391,Not Distracted,15-19
1392,Not Distracted,15-19
1393,Not Distracted,15-19
1394,Not Distracted,15-19
1395,Not Distracted,15-19
1396,Not Distracted,15-19
1397,Not Distracted,15-19
1398,Not Distracted,15-19
1399,Not Distracted,15-19
1400,Not Distracted,15-19
1401,Not Distracted,15-19
1402,Not Distracted,15-19
1403,Not Distracted,15-19
1404,Not Distracted,15-19
1405,Not Distracted,15-19
1406,Not Distracted,15-19
1407,Not Distracted,15-19
1408,Not Distracted,15-19
1409,Not Distracted,15-19
1410,Not Distracted,15-19
1411,Not Distracted,15-19
1412,Not Distracted,15-19
1413,Not Distracted,15-19
1414,Not Distracted,15-19
1415,Not Distracted,15-19
1416,Not Distracted,15-19
1417,Not Distracted,15-19
1418,Not Distracted,15-19
1419,Not Distracted,15-19
1420,Not Distracted,15-19
1421,Not Distracted,15-19
1422,Not Distracted,15-19
1423,Not Distracted,15-19
1424,Not Distracted,15-19
1425,Not Distracted,15-19
1426,Not Distracted,15-19
1427,Not Distracted,15-19
1428,Not Distracted,15-19
1429,Not Distracted,15-19
1430,Not Distracted,15-19
1431,Not Distracted,15-19
1432,Not Distracted,15-19
1433,Not Distracted,15-19
1434,Not Distracted,15-19
1435,Not Distracted,15-19
1436,Not Distracted,15-19
1437,Not Distracted,15-19
1438,Not Distracted,15-19
1439,Not Distracted,15-19
1440,Not Distracted,15-19
1441,Not Distracted,15-19
1442,Not Distracted,15-19
1443,Not Distracted,15-19
1444,Not Distracted,15-19
1445,Not Distracted,15-19
1446,Not Distracted,15-19
1447,Not Distracted,15-19
1448,Not Distracted,15-19
1449,Not Distracted,15-19
1450,Not Distracted,15-19
1451,Not Distracted,15-19
1452,Not Distracted,15-19
1453,Not Distracted,15-19
1454,Not Distracted,15-19
1455,Not Distracted,15-19
1456,Not Distracted,15-19
1457,Not Distracted,15-19
1458,Not Distracted,15-19
1459,Not Distracted,15-19
1460,Not Distracted,15-19
1461,Not Distracted,15-19
1462,Not Distracted,15-19
1463,Not Distracted,15-19
1464,Not Distracted,15-19
1465,Not Distracted,15-19
1466,Not Distracted,15-19
1467,Not Distracted,15-19
1468,Not Distracted,15-19
1469,Not Distracted,15-19
1470,Not Distracted,15-19
1471,Not Distracted,15-19
1472,Not Distracted,15-19
1473,Not Distracted,15-19
1474,Not Distracted,15-19
1475,Not Distracted,15-19
1476,Not Distracted,15-19
1477,Not Distracted,15-19
1478,Not Distracted,15-19
1479,Not Distracted,15-19
1480,Not Distracted,15-19
1481,Not Distracted,15-19
1482,Not Distracted,15-19
1483,Not Distracted,15-19
1484,Not Distracted,15-19
1485,Not Distracted,15-19
1486,Not Distracted,15-19
1487,Not Distracted,15-19
1488,Not Distracted,15-19
1489,Not Distracted,15-19
1490,Not Distracted,15-19
1491,Not Distracted,15-19
1492,Not Distracted,15-19
1493,Not Distracted,15-19
1494,Not Distracted,15-19
1495,Not Distracted,15-19
1496,Not Distracted,15-19
1497,Not Distracted,15-19
1498,Not Distracted,15-19
1499,Not Distracted,15-19
1500,Not Distracted,15-19
1501,Not Distracted,15-19
1502,Not Distracted,15-19
1503,Not Distracted,15-19
1504,Not Distracted,15-19
1505,Not Distracted,15-19
1506,Not Distracted,15-19
1507,Not Distracted,15-19
1508,Not Distracted,15-19
1509,Not Distracted,15-19
1510,Not Distracted,15-19
1511,Not Distracted,15-19
1512,Not Distracted,15-19
1513,Not Distracted,15-19
1514,Not Distracted,15-19
1515,Not Distracted,15-19
1516,Not Distracted,15-19
1517,Not Distracted,15-19
1518,Not Distracted,15-19
1519,Not Distracted,15-19
1520,Not Distracted,15-19
1521,Not Distracted,15-19
1522,Not Distracted,15-19
1523,Not Distracted,15-19
1524,Not Distracted,15-19
1525,Not Distracted,15-19
1526,Not Distracted,15-19
1527,Not Distracted,15-19
1528,Not Distracted,15-19
1529,Not Distracted,15-19
1530,Not Distracted,15-19
1531,Not Distracted,15-19
1532,Not Distracted,15-19
1533,Not Distracted,15-19
1534,Not Distracted,15-19
1535,Not Distracted,15-19
1536,Not Distracted,15-19
1537,Not Distracted,15-19
1538,Not Distracted,15-19
1539,Not Distracted,15-19
1540,Not Distracted,15-19
1541,Not Distracted,15-19
1542,Not Distracted,15-19
1543,Not Distracted,15-19
1544,Not Distracted,15-19
1545,Not Distracted,15-19
1546,Not Distracted,15-19
1547,Not Distracted,15-19
1548,Not Distracted,15-19
1549,Not Distracted,15-19
1550,Not Distracted,15-19
1551,Not Distracted,15-19
1552,Not Distracted,15-19
1553,Not Distracted,15-19
1554,Not Distracted,15-19
1555,Not Distracted,15-19
1556,Not Distracted,15-19
1557,Not Distracted,15-19
1558,Not Distracted,15-19
1559,Not Distracted,15-19
1560,Not Distracted,15-19
1561,Not Distracted,15-19
1562,Not Distracted,15-19
1563,Not Distracted,15-19
1564,Not Distracted,15-19
1565,Not Distracted,15-19
1566,Not Distracted,15-19
1567,Not Distracted,15-19
1568,Not Distracted,15-19
1569,Not Distracted,15-19
1570,Not Distracted,15-19
1571,Not Distracted,15-19
1572,Not Distracted,15-19
1573,Not Distracted,15-19
1574,Not Distracted,15-19
1575,Not Distracted,15-19
1576,Not Distracted,15-19
1577,Not Distracted,15-19
1578,Not Distracted,15-19
1579,Not Distracted,15-19
1580,Not Distracted,15-19
1581,Not Distracted,15-19
1582,Not Distracted,15-19
1583,Not Distracted,15-19
1584,Not Distracted,15-19
1585,Not Distracted,15-19
1586,Not Distracted,15-19
1587,Not Distracted,15-19
1588,Not Distracted,15-19
1589,Not Distracted,15-19
1590,Not Distracted,15-19
1591,Not Distracted,15-19
1592,Not Distracted,15-19
1593,Not Distracted,15-19
1594,Not Distracted,15-19
1595,Not Distracted,15-19
1596,Not Distracted,15-19
1597,Not Distracted,15-19
1598,Not Distracted,15-19
1599,Not Distracted,15-19
1600,Not Distracted,15-19
1601,Not Distracted,15-19
1602,Not Distracted,15-19
1603,Not Distracted,15-19
1604,Not Distracted,15-19
1605,Not Distracted,15-19
1606,Not Distracted,15-19
1607,Not Distracted,15-19
1608,Not Distracted,15-19
1609,Not Distracted,15-19
1610,Not Distracted,15-19
1611,Not Distracted,15-19
1612,Not Distracted,15-19
1613,Not Distracted,15-19
1614,Not Distracted,15-19
1615,Not Distracted,15-19
1616,Not Distracted,15-19
1617,Not Distracted,15-19
1618,Not Distracted,15-19
1619,Not Distracted,15-19
1620,Not Distracted,15-19
1621,Not Distracted,15-19
1622,Not Distracted,15-19
1623,Not Distracted,15-19
1624,Not Distracted,15-19
1625,Not Distracted,15-19
1626,Not Distracted,15-19
1627,Not Distracted,15-19
1628,Not Distracted,15-19
1629,Not Distracted,15-19
1630,Not Distracted,15-19
1631,Not Distracted,15-19
1632,Not Distracted,15-19
1633,Not Distracted,15-19
1634,Not Distracted,15-19
1635,Not Distracted,15-19
1636,Not Distracted,15-19
1637,Not Distracted,15-19
1638,Not Distracted,15-19
1639,Not Distracted,15-19
1640,Not Distracted,15-19
1641,Not Distracted,15-19
1642,Not Distracted,15-19
1643,Not Distracted,15-19
1644,Not Distracted,15-19
1645,Not Distracted,15-19
1646,Not Distracted,15-19
1647,Not Distracted,15-19
1648,Not Distracted,15-19
1649,Not Distracted,15-19
1650,Not Distracted,15-19
1651,Not Distracted,15-19
1652,Not Distracted,15-19
1653,Not Distracted,15-19
1654,Not Distracted,15-19
1655,Not Distracted,15-19
1656,Not Distracted,15-19
1657,Not Distracted,15-19
1658,Not Distracted,15-19
1659,Not Distracted,15-19
1660,Not Distracted,15-19
1661,Not Distracted,15-19
1662,Not Distracted,15-19
1663,Not Distracted,15-19
1664,Not Distracted,15-19
1665,Not Distracted,15-19
1666,Not Distracted,15-19
1667,Not Distracted,15-19
1668,Not Distracted,15-19
1669,Not Distracted,15-19
1670,Not Distracted,15-19
1671,Not Distracted,15-19
1672,Not Distracted,15-19
1673,Not Distracted,15-19
1674,Not Distracted,15-19
1675,Not Distracted,15-19
1676,Not Distracted,15-19
1677,Not Distracted,15-19
1678,Not Distracted,15-19
1679,Not Distracted,15-19
1680,Not Distracted,15-19
1681,Not Distracted,15-19
1682,Not Distracted,15-19
1683,Not Distracted,15-19
1684,Not Distracted,15-19
1685,Not Distracted,15-19
1686,Not Distracted,15-19
1687,Not Distracted,15-19
1688,Not Distracted,15-19
1689,Not Distracted,15-19
1690,Not Distracted,15-19
1691,Not Distracted,15-19
1692,Not Distracted,15-19
1693,Not Distracted,15-19
1694,Not Distracted,15-19
1695,Not Distracted,15-19
1696,Not Distracted,15-19
1697,Not Distracted,15-19
1698,Not Distracted,15-19
1699,Not Distracted,15-19
1700,Not Distracted,15-19
1701,Not Distracted,15-19
1702,Not Distracted,15-19
1703,Not Distracted,15-19
1704,Not Distracted,15-19
1705,Not Distracted,15-19
1706,Not Distracted,15-19
1707,Not Distracted,15-19
1708,Not Distracted,15-19
1709,Not Distracted,15-19
1710,Not Distracted,15-19
1711,Not Distracted,15-19
1712,Not Distracted,15-19
1713,Not Distracted,15-19
1714,Not Distracted,15-19
1715,Not Distracted,15-19
1716,Not Distracted,15-19
1717,Not Distracted,15-19
1718,Not Distracted,15-19
1719,Not Distracted,15-19
1720,Not Distracted,15-19
1721,Not Distracted,15-19
1722,Not Distracted,15-19
1723,Not Distracted,15-19
1724,Not Distracted,15-19
1725,Not Distracted,15-19
1726,Not Distracted,15-19
1727,Not Distracted,15-19
1728,Not Distracted,15-19
1729,Not Distracted,15-19
1730,Not Distracted,15-19
1731,Not Distracted,15-19
1732,Not Distracted,15-19
1733,Not Distracted,15-19
1734,Not Distracted,15-19
